NU_INSCRICAO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_COR_RACA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q005,Q006,Q025
160000420750,RS,18,F,1,424.5,402.7,443,434.2,440,3,C,B
160000420751,PA,24,F,3,474.9,529.5,610.4,466.6,660,4,E,A
160008462323,RJ,42,M,1,,,,,,3,F,B
160000420752,PE,20,F,4,452.1,442.2,491.5,411.8,360,2,B,A
160000420753,SP,21,F,1,514.6,560.5,601.5,459.5,640,2,B,B
160000420754,SP,17,F,3,477,522.8,550.3,483.6,640,4,D,B
160000420755,MT,25,F,3,,,,,,2,C,B
160000420756,SP,19,F,1,585.2,529.8,591.4,474.6,600,4,D,B
160000420757,AL,29,M,3,672.2,771.1,650.2,827.2,900,3,H,B
160000420758,SE,22,F,3,444,540.5,448.8,374.8,520,3,B,A
160000420759,GO,23,M,3,404,551.2,543.4,497.3,400,6,E,B
160000420760,RS,17,F,1,614.1,654.3,629,707.7,680,4,N,B
160000420761,SC,25,M,1,532.6,601.1,535.2,517.5,780,3,C,B
160000420762,RJ,41,M,3,516.9,613.9,539.4,648.4,760,1,B,B
160000420763,GO,20,F,1,750.8,724.2,761.3,829.8,840,3,Q,B
160000420764,BA,40,M,3,,,,,,1,C,A
160000420765,RJ,31,F,1,636.4,682.9,638,752.6,680,1,M,B
160008578225,SP,16,M,1,532.8,606.2,601,720.9,520,3,I,B
160000420766,SC,27,M,2,459,559.9,526.7,404.6,480,1,C,B
160000420767,GO,20,F,3,508.3,521.2,516.4,504,740,3,G,B
160000420768,RJ,19,F,3,,,,,,6,D,B
160000420769,MA,22,M,2,,,507.8,684.9,400,4,B,B
160000420770,GO,18,F,3,426.3,444.5,385.8,384.2,560,3,D,B
160000420771,PI,23,M,3,648.3,717.4,670.4,824.2,940,3,E,B
160000420772,MA,24,M,3,482,578.1,602.1,549.9,580,6,C,A
160000420773,CE,27,M,2,,,,,,3,B,B
160000420774,BA,22,F,2,491,327.4,501.9,470.9,480,3,C,B
160000420775,RJ,34,F,2,,,,,,3,B,B
160000420776,MS,20,M,1,493.3,508.7,564.3,360.8,680,4,D,B
160000420777,PE,18,M,3,599,706.3,624.4,603.5,600,3,C,B
160000420778,MT,27,F,4,,,,,,5,F,A
160000420779,RO,22,F,3,460.5,454.6,460.2,418.6,480,2,E,B
160000420780,PR,20,F,1,,,,,,3,E,B
160000420781,SP,22,F,4,467.7,515.8,491.7,403.3,360,7,D,A
160000420782,PE,17,F,2,,,,,,5,B,B
160000420784,SP,35,M,3,381.1,506.1,534.1,522,560,4,F,B
160000420783,DF,21,M,3,464.4,606.3,572.7,449.3,420,3,D,B
160000420785,CE,23,F,4,,,,,,3,D,B
160000420786,RN,21,F,4,530.5,541.1,475.9,398.1,700,5,C,A
160000420787,GO,18,F,3,,,,,,5,E,B
160000420788,SP,19,M,1,664.2,663.3,649.6,770.9,800,5,E,B
160000420789,PR,17,F,1,,,,,,5,C,B
160000420790,MG,28,F,1,,,,,,2,E,B
160000420791,SP,19,M,3,524.8,648,588.1,682.6,580,3,G,A
160000420792,SP,20,M,3,541.5,553.1,503.9,636.2,540,5,I,B
160000420793,PA,27,F,3,564.4,591.3,590.7,632,740,5,E,A
160000420794,RJ,17,M,1,608.3,591.8,647.2,666,560,4,L,B
160000420795,RJ,27,M,1,,,,,,4,C,B
160000420796,PR,22,F,3,413.8,503.2,463.4,482.8,640,4,C,B
160000420797,CE,27,M,1,544.7,673.4,549.6,604.2,720,4,B,A
160000420798,RS,22,F,1,520.2,658.1,624.2,610.9,680,3,P,B
160000420799,MG,33,M,3,511.9,649.5,579.1,632.6,540,3,C,B
160000420800,SP,22,F,2,498.5,580.6,592.5,469.8,620,4,F,B
160000420801,MG,20,F,3,503.2,539,546.6,422.1,520,4,E,B
160000420802,BA,31,M,3,,,,,,5,D,B
160000420803,BA,31,F,3,452.1,561.2,465.6,464.6,520,3,D,B
160000420804,SP,20,M,3,438.9,542.2,638.1,531.7,780,4,D,B
160000424101,RS,20,F,1,,,,,,5,B,B
160008374687,SP,23,F,3,461.6,627.4,570.6,398.5,680,5,I,A
160000424102,MA,18,F,3,,,,,,3,K,B
160000424104,RJ,18,M,1,444.6,574.4,524.7,378.9,520,5,D,B
160000424103,SP,22,M,1,461.4,486.2,598.5,481.5,680,5,C,B
160000424105,BA,31,F,2,,,,,,8,D,B
160000424106,SC,23,F,1,380,581.3,568.8,364.5,480,3,D,B
160000424107,CE,19,M,3,,,,,,5,C,A
160000424108,SP,29,M,1,,,,,,4,D,B
160000424109,PR,18,F,1,497.1,619.5,563.7,597.1,580,4,D,B
160000424110,PR,32,M,1,,,,,,3,B,B
160000424111,MG,41,F,3,,,,,,4,D,B
160000424112,MA,33,F,3,395.5,459,481.4,386,420,3,C,A
160000424113,RS,19,F,1,,,,,,4,E,B
160000424114,ES,19,F,1,510,574.1,507.2,407.4,720,3,C,B
160000424115,RO,24,F,3,,,,,,7,C,A
160000424116,MA,38,M,3,,,,,,3,E,B
160000424117,PA,28,M,3,,,,,,4,B,A
160000424118,RJ,18,F,1,622.7,689.1,652,666.6,780,1,I,B
160000424119,RJ,28,F,2,,,,,,4,D,B
160000424120,SP,21,M,3,,,,,,3,G,B
160000424121,RJ,28,M,2,457.9,509.4,585.8,521.9,540,3,E,B
160000424122,MG,31,M,3,489.3,508.2,520.4,478.5,500,2,E,B
160000424123,PR,16,F,3,557.4,636.2,560.5,672.5,540,4,E,B
160000424124,SP,24,M,2,423.7,458.9,456.8,496.8,560,9,A,A
160000424125,MT,33,M,3,602,637.6,645.6,653,540,4,J,A
160000424126,MG,27,M,3,,,,,,9,C,A
160000424127,RN,25,M,1,497.3,611.2,586.6,619.8,520,2,F,B
160000424128,MG,22,F,2,552.7,589.9,556.2,571.3,740,2,B,A
160000424129,SP,19,F,3,559.7,574.1,557.2,568.6,720,5,H,A
160000424130,SP,22,F,1,494.1,591,555.2,551.5,600,3,D,A
160000424131,MT,51,M,1,433.6,622.3,,,,4,I,B
160000424132,BA,38,M,3,568.9,578.3,586.6,606.8,580,4,B,B
160000424133,MA,24,M,1,579.8,656.9,650.2,643.4,920,4,C,A
160000424134,GO,27,M,4,,,,,,2,H,B
160000424135,RJ,19,M,3,425.5,533.3,450.2,377.3,560,3,H,B
160000424136,RS,26,M,1,481.7,635.1,609.2,458.5,520,2,F,B
160000424137,ES,17,F,1,457.5,544.7,584,580.5,460,3,C,B
160000424138,GO,22,M,1,407.9,404.1,540.8,491.4,740,4,E,B
160000424139,MG,19,F,2,449,573.5,419.1,494.2,520,4,E,B
160000424140,SP,32,M,1,559.6,553.6,462.1,577.7,360,2,C,B
160000424141,GO,26,F,4,422.8,503.3,,,,4,D,B
160000424142,MG,35,F,3,404.7,507.4,490.8,424.1,560,2,B,A
160000424143,SP,41,F,2,454.3,592.4,541.7,589.7,640,3,D,A
160000424144,RN,30,M,3,450.4,607.9,568.8,589,520,6,F,A
160000424145,SP,19,M,3,439.2,413.1,523.6,562.1,480,7,D,B
160000424146,MG,19,F,3,498.2,573.7,565.5,405.6,560,4,B,A
160000424147,SC,18,M,1,715.2,734.6,692.5,828.7,720,4,P,B
160000424148,MG,29,M,1,,,,,,1,C,B
160000424149,SP,51,F,3,,,,,,5,D,B
160000424150,MG,34,M,1,,,,,,2,J,B
160000424151,MG,15,F,3,427.2,422.2,546,406.4,500,3,C,B
160000424152,SP,22,M,1,,,,,,3,D,B
160000424153,BA,19,M,3,587.3,610.5,573.1,613.7,860,4,G,B
160000424154,PB,19,M,3,727.2,695.2,666.5,797.9,980,3,J,B
160000424155,PB,18,F,3,480.2,533.2,564.7,459.2,560,2,B,B
160000427498,RS,23,F,1,451.6,455.9,545.9,556.7,380,5,C,A
160000427499,RN,28,M,1,632.9,779,684.3,690.2,940,3,C,B
160000427500,PR,17,F,1,544.5,595.7,602.1,583.8,780,6,H,B
160000427501,MG,22,F,3,,,,,,4,D,B
160000427502,BA,21,F,2,,,,,,3,B,B
160000427503,SP,18,F,1,563.2,564,623,676.8,760,4,E,B
160000427504,SP,18,F,1,555.2,601.9,601.8,493.3,740,2,E,B
160000427505,BA,18,F,3,373.5,388.1,467.8,439.1,560,4,C,B
160000427506,RS,19,F,1,440,604.5,557.9,478.6,600,3,G,B
160000427507,PE,26,F,3,413.5,388.1,390.1,440.8,540,4,D,B
160000427508,SP,20,M,1,,,,,,2,E,B
160000427509,CE,19,M,2,615.4,607.9,557.4,677.5,800,5,D,B
160000427510,RS,23,F,3,,,,,,2,C,B
160000427511,SP,17,F,1,622.2,600.1,645.2,595.4,920,4,H,B
160000427512,SP,24,F,3,548.6,528.1,568.6,473.1,620,5,C,A
160000427513,SP,21,F,3,465.4,597.5,578.6,477.1,680,5,E,B
160000427514,BA,31,M,3,569.8,611.4,623,651.8,620,2,F,A
160000427515,SP,24,F,1,431.3,618.3,592,643.7,700,4,H,B
160000427516,GO,18,F,1,,,,,,2,J,B
160000427517,CE,39,M,3,,,,,,4,B,A
160000427518,SP,19,M,1,601.7,594.9,593.5,743.6,740,3,H,B
160000427519,SP,32,M,1,526.2,513.5,528.7,416.6,620,2,A,B
160000427520,RS,18,F,1,516.4,545.1,586.6,591.9,700,2,E,B
160000427521,CE,18,M,3,523.3,490.6,532.1,385.3,640,5,B,A
160000427522,BA,23,M,3,442.6,568,556.7,336.4,780,5,C,A
160000427523,RJ,30,M,3,,,,,,7,E,A
160000427524,SP,21,F,1,644.1,636.2,658.3,748.5,560,3,I,B
160000427525,MG,21,F,3,471,437.2,469.4,457.9,400,6,C,B
160000427526,BA,24,F,3,,,,,,3,G,B
160000427527,MA,18,F,2,432.8,477.9,514,440.1,560,5,B,A
160000427528,SP,19,F,1,483.8,429.9,427.9,393,460,5,C,B
160000427529,AM,28,M,3,415.4,489.6,400,463,380,2,B,A
160000427530,AL,18,M,1,645.2,639.3,584.2,748,760,4,O,B
160000427531,RS,25,M,1,641.4,739.5,702.6,771.1,860,4,Q,B
160000427532,MG,20,F,3,534.1,588.1,578.7,636.1,760,5,I,B
160000427533,PE,18,F,3,565.4,577.8,547.2,477.2,860,4,C,B
160000427534,CE,22,M,3,460,555.5,576.3,450.5,580,8,C,B
160000427535,SP,20,M,3,,,,,,4,D,B
160000427536,RS,18,F,1,471.9,617.5,535.4,610.4,760,5,L,B
160000427537,MG,21,M,1,523.6,487.7,449.6,583.8,720,6,G,B
160000427538,AL,21,M,3,585.3,612.2,609.1,724.9,560,3,C,B
160000427539,CE,23,M,3,,,,,,3,C,B
160000427540,PR,19,M,1,623.9,657,677.2,697.4,600,6,H,B
160000427541,SC,34,M,2,,,,,,5,E,B
160000427542,MS,18,F,1,495.7,590.3,589.3,495.6,720,3,B,A
160000427543,RN,23,M,3,519.3,529.9,457.5,483,480,3,B,B
160000427544,DF,22,F,3,419.9,522.5,526.1,441.1,480,4,C,A
160000427545,SP,24,F,3,402.8,468.4,411.9,347.8,560,3,C,B
160000427546,MT,19,F,3,458.8,493.6,558.3,393.2,520,4,H,A
160000427547,TO,20,M,1,561.9,565.1,550.8,601.4,480,3,K,B
160000427548,MG,25,F,1,632.8,686.5,633.3,740.2,880,4,M,B
160000427549,SP,22,M,1,531.6,570.4,0,0,540,4,E,B
160000427550,SP,25,M,1,558.7,643.8,640.2,624.5,680,4,F,B
160000427551,SC,23,M,1,518.8,634.5,502.1,495.9,500,4,D,A
160000427552,PA,29,F,1,,,,,,4,C,B
160000430883,SP,17,F,3,489.7,577.4,558.5,613.6,620,3,E,B
160000430884,BA,22,M,3,,,,,,4,C,B
160000430885,RS,25,F,2,441.1,520.9,551.5,499.3,560,3,D,B
160000430886,PE,19,M,2,488,631.4,556.8,568,340,5,C,B
160000430888,CE,18,M,3,564.8,594.9,464.7,610.1,560,5,C,B
160000430887,BA,20,F,2,410.2,482.9,511.1,377.1,680,4,C,B
160000430889,RJ,31,M,3,561.1,624.8,590.5,487.8,840,2,B,B
160000430890,DF,21,F,3,408.7,482.1,457.5,374.7,560,4,B,A
160000430891,SE,17,M,3,492.6,545.6,499.6,563.7,840,3,C,B
160000430892,ES,19,F,1,410,520.4,569.7,405.6,540,3,C,B
160000430893,PA,34,M,1,474.6,576.3,519.3,455.1,340,1,C,A
160000430894,MT,42,M,1,501.7,656.9,604.5,338.3,540,3,G,B
160000430895,BA,27,M,2,,,,,,2,D,B
160000430896,ES,27,F,3,,,,,,3,C,B
160000430897,MA,28,M,1,,,,,,4,E,B
160000430898,SP,21,F,3,,,,,,1,C,B
160000430899,RN,20,F,1,437.1,572.2,576.4,418.4,660,7,B,A
160000430900,BA,32,F,2,550.4,574.1,576.6,483.1,540,5,B,A
160000430901,SP,18,M,3,482.4,604.5,521.7,461.7,600,4,D,B
160000430902,BA,25,F,3,,,,,,4,E,A
160000430903,ES,21,M,3,451,577.2,541.7,430.2,440,4,C,A
160000430904,MG,19,F,1,539.2,577.9,552.5,397.2,700,4,C,B
160000430905,PB,22,F,1,,,,,,2,C,A
160000430906,RS,18,M,6,403.7,535.7,498.9,505.8,560,5,C,B
